track_id,frame,timestamp,x,y,length,width,direction,speed
0,0,0.11310810375281766,465.2849773552986,-8.51283364539817,19.764811162060678,6.341244701676039,-1.0,60.01134289984965
0,1,0.20629737241278134,457.0861591655553,-8.554792132277045,19.595472820287466,6.371716073273949,-1.0,60.01134289984965
0,2,0.29443558203982734,449.70483087218435,-8.489833078963501,19.69352511892713,6.284271161480548,-1.0,60.01134289984965
0,3,0.4129018697863788,438.9536976897345,-8.529303198177663,19.65694226441243,6.26961241085285,-1.0,60.01134289984965
0,4,0.4975364942852096,431.6343587439445,-8.507016126109978,19.61637568139806,6.5161086127597185,-1.0,60.01134289984965
0,5,0.5986800648156104,422.16982299814345,-8.574330627817819,19.72538963166801,6.32273286079264,-1.0,60.01134289984965
0,6,0.6890839627250993,414.5916553654907,-8.565483877644507,19.672242689253018,6.321379754757431,-1.0,60.01134289984965
0,7,0.8018690314898704,404.87351016006784,-8.565241295652143,19.756066343736773,6.230008429271455,-1.0,60.01134289984965
0,8,0.885131136184411,396.95093747101,-8.555864268327134,19.874790123449216,6.309825106548938,-1.0,60.01134289984965
0,9,0.9654148093285376,390.31913675742715,-8.563506775572781,19.495459057835266,6.201094147293967,-1.0,60.01134289984965
0,10,1.070988064531201,381.3344502086825,-8.555045636947314,19.362139209553273,6.337270263662248,-1.0,60.01134289984965
0,11,1.1678967408090186,372.3339134211369,-8.614260208414901,19.74258598606509,6.401419759088242,-1.0,60.01134289984965
0,12,1.2833175514774164,361.7892691467275,-8.59992744873395,19.846961447232978,6.331194736848201,-1.0,60.01134289984965
0,13,1.3658262683802471,355.1500543226723,-8.516749077936428,19.563848009641763,6.3117265723537574,-1.0,60.01134289984965
0,14,1.452969143507222,347.663080309258,-8.652712008482718,19.67293101502976,6.285946645531701,-1.0,60.01134289984965
0,15,1.5582955413486843,337.8804954465751,-8.497047054913004,19.406826890649423,6.34511281332429,-1.0,60.01134289984965
0,16,1.663580946048691,328.5462937678737,-8.615885226314024,19.935665403857705,6.350124410281833,-1.0,60.01134289984965
0,17,1.753309564620944,320.8539734233573,-8.497562181518157,19.554183693296597,6.326257160816568,-1.0,60.01134289984965
0,18,1.8384564931136307,313.10688857409207,-8.506874822740594,19.54898073861687,6.358788261885235,-1.0,60.01134289984965
0,19,1.9520438772579884,304.1838357962451,-8.590215537172385,19.1986508365532,6.373519327525917,-1.0,60.01134289984965
0,20,2.040173539021484,295.5581527605466,-8.513569190414202,19.5237523648118,6.261228903616812,-1.0,60.01134289984965
0,21,2.1511601044184334,285.79797336272543,-8.587689277987188,19.656590031044747,6.227364341645325,-1.0,60.01134289984965
0,22,2.2511743616479083,277.07504512781924,-8.542864396002393,11.596559135835028,3.932795052736817,-1.0,60.01134289984965
0,23,2.3625777733517865,267.3703689665265,-8.598134131075414,19.64618960932783,6.354346325543677,-1.0,60.01134289984965
0,24,2.458643222307327,258.7131206785721,-8.458804281997638,19.480680892760624,6.22178394501058,-1.0,60.01134289984965
0,25,2.5722923420150225,249.09713830985194,-8.552002460831863,19.264331811205345,6.311674758695966,-1.0,60.01134289984965
0,26,2.664651069978046,241.2899038091046,-8.529710921111977,19.831927033053592,6.378197209112226,-1.0,60.01134289984965
0,27,2.7590425470377506,232.38113079172612,-8.53147099778398,19.677396973699498,6.322705190358297,-1.0,60.01134289984965
0,28,2.8587854094354865,223.80243090400597,-8.474302994359487,19.576948829039257,6.194515582365783,-1.0,60.01134289984965
0,29,2.9749855122682116,213.64763823136443,-8.59713402824594,11.628693948619686,4.074255604987641,-1.0,60.01134289984965
0,30,3.0872269405692965,203.36672357671486,-8.47885576471298,19.380950456424266,6.328694492711537,-1.0,60.01134289984965
0,31,3.1821011233641006,195.48682777953934,-8.5317640012724,19.700237200028923,6.150084702058117,-1.0,60.01134289984965
0,32,3.2937673715877143,185.00601489439862,-8.521528538635476,20.057582730422563,6.51383878872553,-1.0,60.01134289984965
0,33,3.405077790304761,175.23752110588268,-8.554973485478666,19.438769286978548,6.498546003468547,-1.0,60.01134289984965
0,34,3.5062467026099755,166.58368700371884,-8.598696426483807,19.644034196877,6.255467467367789,-1.0,60.01134289984965
0,35,3.592588903969444,158.93624240746615,-8.502508724306821,19.625151482062634,6.3175004474998655,-1.0,60.01134289984965
1,0,0.09804155544685565,60.30337113440806,-10.997270954432064,15.120862157787984,6.232056053318019,-1.0,46.20197805141228
1,1,0.21559162858605102,52.24753951006203,-10.95261706971529,8.74693169333709,3.792111438313589,-1.0,46.20197805141228
1,2,0.3060061974799754,46.87478335751042,-10.92644059463481,15.089538027583972,6.031223910891122,-1.0,46.20197805141228
1,3,0.4102665211056259,39.16424790656016,-10.89929468193162,8.95844711041121,3.74756507861143,-1.0,46.20197805141228
1,4,0.49105988692442337,33.530429971637005,-10.8924560428165,9.165155855603357,3.668089220126185,-1.0,46.20197805141228
1,5,0.5837262246113839,26.983895922880922,-10.9478508707094,8.856903979015533,3.777057786665003,-1.0,46.20197805141228
1,6,0.6938608413365183,20.31857336156518,-10.942047181498289,15.054612080235577,6.18631240492172,-1.0,46.20197805141228
1,7,0.7771426415771432,14.195938304218554,-10.932799416543903,14.557500509344582,6.501802946615024,-1.0,46.20197805141228
1,8,0.8608262002047078,8.991504650889196,-10.918804977581422,14.693127503645025,6.254491454732827,-1.0,46.20197805141228
1,9,0.9774385309493201,0.8926889064312393,-10.93005429469642,14.867257177402852,6.235637573144257,-1.0,46.20197805141228
1,10,1.0960169845557344,-7.159097208189185,-10.85720343777963,14.87392877573371,6.291939739291583,-1.0,46.20197805141228
1,11,1.1826651911794532,-12.538448761770669,-10.911792041683501,14.892413443939667,6.25860345938078,-1.0,46.20197805141228
1,12,1.2856933975930172,-20.265794061437298,-10.889397981709216,15.220966209731914,6.1436706883634535,-1.0,46.20197805141228
1,13,1.3881132553387132,-26.710012257586186,-10.911345456532851,15.049053555976768,6.224189914486709,-1.0,46.20197805141228
1,14,1.491511905275205,-34.036628397871574,-10.966373573912577,8.86774239605422,3.6784525281491143,-1.0,46.20197805141228
1,15,1.5716217911793116,-39.62328022430741,-10.941724569821803,15.327440907494843,6.183699021582797,-1.0,46.20197805141228
1,16,1.6548194914036363,-45.12456444735742,-10.922346851297407,14.84011103426347,6.099819207341283,-1.0,46.20197805141228
1,17,1.7677987771617136,-53.12477467140124,-10.864436778435994,15.05221746810572,6.239158673929019,-1.0,46.20197805141228
1,18,1.8728766971046158,-59.7663203056728,-10.951263617066017,15.369084453704474,5.963712941089129,-1.0,46.20197805141228
1,19,1.974522339236784,-66.54835737953083,-10.892567959440795,14.949933313984944,6.2120720922996036,-1.0,46.20197805141228
1,20,2.0666697013545674,-73.48172876931687,-10.85412452849414,15.225913805635619,6.191248755154913,-1.0,46.20197805141228
1,21,2.148148089274595,-78.81611734442882,-10.867807673364352,14.981687734110407,6.274614368566227,-1.0,46.20197805141228
1,22,2.2547241309206565,-85.73507041229428,-10.894359932584825,15.250142050669021,6.118199701522713,-1.0,46.20197805141228
1,23,2.361751254439421,-92.74864513014528,-10.790117369111236,14.80515771858365,6.237559542794422,-1.0,46.20197805141228
1,24,2.480384379269921,-101.37093692191448,-10.87045355413861,15.31568746500321,6.056291686862897,-1.0,46.20197805141228
1,25,2.5995646290934364,-108.6314756770101,-10.89638358589306,15.157038661844155,6.203494243666561,-1.0,46.20197805141228
1,26,2.683583520683464,-114.43873336608236,-10.867327011931602,15.012037457493339,6.182128271347384,-1.0,46.20197805141228
1,27,2.7755761423809764,-121.09145303704292,-10.905997826178751,15.203139482671265,6.180634144491622,-1.0,46.20197805141228
1,28,2.8940456123073734,-128.81925758730344,-10.964956010698806,15.095928813231199,6.105245864347667,-1.0,46.20197805141228
1,29,2.995715066695484,-135.76262140975237,-10.849201500028176,15.446515193783526,6.031880310397778,-1.0,46.20197805141228
1,30,3.077256722274838,-141.2268657390746,-10.956099072141178,8.82886039900616,3.4870533698029207,-1.0,46.20197805141228
1,31,3.1592360736603067,-147.2280903693385,-10.851133071677141,15.259481598775649,6.278313740210308,-1.0,46.20197805141228
1,32,3.2597747865911475,-153.64036637365254,-10.88079028538547,15.060496559794215,6.17152378073857,-1.0,46.20197805141228
1,33,3.3565910228000093,-160.25877213406886,-10.822367310915798,14.926718104432977,6.2204920810303115,-1.0,46.20197805141228
1,34,3.4444849773910797,-166.54311151492013,-10.866992992954897,15.084246217710227,6.172401025658309,-1.0,46.20197805141228
1,35,3.5297487193810673,-172.32189155099587,-10.841792544321263,14.823435792134015,6.136246795943513,-1.0,46.20197805141228
1,36,3.618587485931662,-178.12271894723636,-10.852072313606197,15.120587005391956,6.148974895939105,-1.0,46.20197805141228
1,37,3.713034899796962,-184.68385985641197,-10.935427592705095,14.992930798526798,6.195601224300655,-1.0,46.20197805141228
1,38,3.808813560973942,-190.62213064316416,-10.807933209851388,15.416193544721256,6.197001963718906,-1.0,46.20197805141228
1,39,3.9193242032237996,-198.4383077810621,-10.895163773005377,15.19200030829952,6.1500451872276045,-1.0,46.20197805141228
1,40,4.0314396389855425,-206.38059556702603,-10.896777047007435,15.07785508808034,6.235216830771788,-1.0,46.20197805141228
2,0,0.11122896738933712,436.70139810399843,-1.810270163765518,9.455867980856025,3.712103837368469,-1.0,56.76115703198927
2,1,0.22653455517292775,426.737610016045,-1.9970432812596375,15.8428181558048,6.006481788525081,-1.0,56.76115703198927
2,2,0.311955395322555,419.75873876121085,-1.9098616482435993,15.643806299925867,6.037144380696234,-1.0,56.76115703198927
2,3,0.42193382837183735,410.30572718491754,-1.8291332386760848,9.400158222367812,3.614727894850851,-1.0,56.76115703198927
2,4,0.5054213580113874,403.50009040299915,-1.9044803142350673,15.349299998644218,6.130895553335128,-1.0,56.76115703198927
2,5,0.6069651361487378,395.8149593379286,-2.002450854852409,15.3279568388234,5.958648135360477,-1.0,56.76115703198927
